borough,gross_monthly_rent
2,0621
4,0505
1,0674
1,1000
2,0250
3,0464
4,9999
5,9999
1,0975
2,0610
3,0239
4,0697
5,1365
1,9999
2,0640
3,0115
4,9999
5,9999
1,0659
2,0565
3,0163
4,0645
5,9999
1,0489
3,0602
4,0533
5,9999
5,9999
1,0788
2,9999
3,0650
4,0543
4,0615
5,0137
1,1030
2,0137
3,1155
3,0550
4,9999
5,0735
1,0037
2,1140
2,0825
3,9999
4,9999
5,9999
1,0152
1,0613
2,9999
3,0400
4,0745
5,9999
1,0225
2,0570
3,0950
4,0315
5,9999
1,1140
4,9999
5,9999
1,0519
2,0490
3,1200
4,9999
5,0224
2,0256
3,0280
4,9999
3,1800
5,9999
2,0642
2,0270
3,0319
4,0750
1,0435
1,1036
2,9999
3,2445
4,9999
5,0680
1,0425
2,9999
3,0640
4,0555
5,0830
1,0208
2,0516
4,0800
5,9999
1,0710
2,0203
4,0910
5,9999
3,0505
3,9999
1,0331
2,0222
3,0210
3,0432
3,0190
3,0270
1,0398
1,0340
3,0365
1,0320
3,0200
1,0410
2,0441
3,0234
3,1830
1,1071
2,1255
4,1065
3,9999
2,0200
2,0831
2,9999
2,9999
2,0945
2,9999
2,9999
2,0637
2,0913
2,0350
2,1000
2,0635
3,0386
2,9999
3,0611
2,9999
3,0475
2,0271
3,0250
2,0684
3,0905
4,0617
4,0137
2,9999
3,0549
2,0535
4,0703
2,0833
4,0765
2,0475
3,0557
4,9999
2,0576
3,9999
4,9999
2,9999
3,0619
4,9999
2,0750
3,0137
4,0625
2,0600
3,0216
4,9999
2,9999
4,9999
2,9999
3,9999
4,9999
2,9999
3,9999
4,9999
2,0455
3,0193
4,9999
4,0872
2,0393
3,0442
3,0535
4,0317
2,0595
2,0665
3,0413
4,0717
2,9999
4,9999
3,0365
4,9999
2,0535
3,9999
4,1031
2,9999
3,0156
4,9999
2,0147
4,9999
2,0500
3,0220
4,9999
4,9999
2,0737
2,9999
3,0700
4,0583
2,0734
3,0294
4,0520
2,0455
3,0940
4,0620
2,0700
3,0806
4,1000
2,0600
3,1250
4,9999
2,9999
3,0734
4,9999
2,0630
3,0655
4,9999
4,9999
2,0575
3,1456
3,1665
4,0450
2,9999
2,0863
3,9999
4,9999
2,9999
3,9999
4,0876
3,0916
4,9999
2,1145
3,0926
4,9999
2,0487
3,9999
4,0473
2,0825
3,0830
4,1000
3,9999
4,9999
2,0650
2,0460
3,1100
4,9999
2,9999
3,9999
4,9999
2,9999
4,0116
2,9999
3,0684
2,0515
4,0780
2,0730
3,9999
4,9999
1,0750
2,0715
3,0281
4,9999
4,1185
1,0740
2,9999
3,0074
2,9999
3,0650
4,0600
1,0990
1,0619
2,0565
3,0153
4,9999
1,9999
2,9999
3,9999
4,0814
2,0600
4,0510
1,0626
2,0962
4,9999
1,0477
2,0565
4,0890
1,9999
2,9999
3,1940
4,0650
1,0675
2,0876
3,9999
3,1046
4,9999
1,0844
2,9999
2,9999
3,9999
4,9999
1,0775
1,9999
2,0801
3,0950
4,9999
1,0550
3,9999
4,9999
1,9999
3,9999
4,0800
1,9999
2,9999
3,9999
4,9999
1,0250
2,0640
3,3084
4,9999
4,0860
1,9999
3,0850
3,0834
4,0730
1,0712
2,0671
2,9999
3,0910
4,0467
1,0192
2,0965
3,0995
4,0800
1,0630
2,0635
3,0920
4,0890
1,0935
2,9999
3,1030
4,0440
2,9999
4,0475
1,0362
2,0137
3,1540
4,0535
4,0488
1,0719
2,0760
3,1004
3,0815
4,0713
1,9999
2,0346
1,9999
2,1044
3,9999
4,0790
1,0400
2,0940
3,3084
4,9999
1,0420
2,1071
4,9999
1,0660
2,1425
3,9999
4,0579
1,0707
3,1117
4,0794
1,0486
2,1052
3,0740
4,0564
4,0875
1,0650
2,9999
3,1069
3,0740
4,0625
1,0679
2,0887
2,9999
3,1580
1,0872
1,9999
2,0815
3,0375
4,9999
2,0379
3,1350
4,0772
2,0505
4,0917
1,0525
2,0610
3,3084
4,0550
1,0630
2,0418
3,1660
4,1130
1,0580
2,0755
3,1470
3,9999
4,1080
1,0617
2,0700
2,0169
3,0329
4,0528
5,0818
1,0443
1,0640
3,0360
5,1289
1,0651
2,9999
3,0650
4,9999
5,9999
1,0747
2,0575
3,0715
4,0519
5,9999
1,0608
2,0765
3,0680
4,0330
5,9999
1,0581
2,0460
3,0275
4,9999
5,9999
5,9999
1,0555
2,0513
3,0452
4,0870
4,1200
5,1075
1,0450
3,1100
3,0475
5,0905
1,0157
1,0137
2,0985
4,9999
5,9999
1,0608
2,0812
3,1820
5,9999
1,0510
2,9999
3,0495
4,0677
5,9999
2,9999
4,0725
5,0651
1,0776
2,0406
3,1870
4,0825
4,0565
5,0930
1,0681
2,0530
3,1015
4,9999
5,9999
2,0531
2,0540
4,9999
5,0694
1,0509
1,0535
2,9999
3,9999
4,9999
1,0155
2,9999
3,1835
4,0520
5,9999
1,9999
2,0203
4,9999
5,9999
3,0247
1,0479
2,0390
3,0260
1,0472
2,0100
3,0184
3,9999
4,0600
5,9999
1,0327
2,9999
2,0270
2,0700
2,0755
2,9999
2,9999
2,9999
2,0580
2,9999
2,0750
2,0627
2,0569
2,0575
3,0627
3,0749
2,9999
3,0599
2,0690
3,0864
2,0719
3,0422
4,0137
2,0324
4,0171
3,0463
4,9999
3,0549
4,0514
2,9999
3,0517
2,0800
3,0405
2,0565
3,0619
4,9999
2,9999
3,0510
4,9999
2,0586
3,0170
4,0950
2,0705
3,0239
4,9999
2,9999
4,9999
2,9999
3,0296
4,9999
2,9999
3,0200
4,9999
2,0546
4,9999
2,0681
3,0333
4,1580
2,9999
2,0565
3,0517
4,9999
2,0636
3,0500
4,0700
2,0625
3,9999
4,0925
2,9999
3,9999
4,9999
2,0600
3,0983
4,9999
2,0119
3,0660
4,9999
4,0686
2,0634
3,0476
4,9999
2,9999
2,0660
3,1030
4,1225
2,1315
3,0300
4,9999
2,0661
3,2400
4,9999
2,0261
4,9999
2,9999
3,1150
4,9999
2,9999
4,9999
3,9999
4,0950
4,0648
2,0845
3,1030
2,0390
3,0835
4,9999
2,0820
3,9999
4,9999
2,0630
3,1000
4,9999
2,0708
3,1658
4,0280
2,9999
3,9999
4,9999
2,0745
4,0660
4,0860
2,9999
3,9999
3,9999
4,9999
2,9999
3,1010
4,9999
2,9999
4,0227
2,0545
3,9999
2,0610
3,9999
4,0761
2,0445
3,9999
4,0740
2,0530
3,0475
4,0545
1,0855
2,0580
3,0422
4,0900
3,3084
4,9999
1,9999
2,0630
2,0565
1,9999
2,0155
3,0490
4,0860
1,0860
2,9999
3,9999
4,9999
1,0166
2,0600
3,0586
4,1160
3,9999
4,1860
1,0486
2,0672
3,0897
4,0700
1,0436
2,0400
3,9999
4,9999
4,1040
1,9999
2,0925
3,9999
3,0215
4,9999
1,9999
2,0735
1,9999
2,0708
4,1450
1,0360
3,1120
4,9999
1,9999
2,0450
3,9999
4,9999
1,9999
3,9999
1,9999
2,2250
3,9999
4,9999
1,9999
2,9999
3,1148
4,9999
4,0700
1,0455
2,0602
3,0567
3,0788
4,0548
1,0260
2,0520
2,0522
3,0730
4,0570
1,0434
1,0303
3,0619
4,9999
1,0355
3,3084
4,9999
1,9999
2,9999
3,1150
4,0690
1,1300
2,0550
3,9999
2,9999
4,0582
4,0650
1,9999
2,0935
3,9999
2,9999
3,9999
4,1000
1,0618
1,0807
3,9999
4,9999
1,0690
2,0811
3,9999
4,0558
1,0798
2,1270
4,1017
1,1350
2,0172
3,0700
4,9999
1,9999
2,0715
3,0510
4,0640
1,0575
2,0469
4,0468
4,0375
1,9999
2,9999
3,0440
3,0498
4,0310
1,0336
2,9999
3,0750
4,0445
1,0457
1,9999
2,0485
3,0900
4,9999
1,0423
2,0319
3,0965
4,9999
2,0715
3,2000
4,0767
1,1011
2,0443
4,0500
1,0595
2,0458
3,9999
4,0682
1,0297
2,0485
3,0495
3,0431
4,0800
5,0540
1,0845
2,0656
3,0156
4,0800
1,9999
1,9999
2,0377
3,0159
4,9999
5,9999
1,0775
3,0330
4,0570
5,9999
1,0446
2,0523
4,0692
5,9999
1,0532
4,0940
5,9999
1,0485
2,0157
3,0546
4,9999
5,0885
1,0507
2,0685
3,0330
4,9999
4,0750
5,0775
1,0137
2,0800
3,9999
3,9999
4,9999
5,9999
1,0767
1,0257
2,1305
4,0192
5,1490
3,9999
4,0650
5,9999
1,0358
2,9999
3,0581
4,0560
5,0789
1,0570
2,0500
3,2142
4,0836
5,0957
5,9999
1,0243
2,0578
4,9999
5,9999
1,0300
3,1129
4,0855
5,9999
1,0477
2,9999
2,0741
3,0865
4,9999
5,9999
1,0412
1,0495
2,9999
3,9999
4,0917
5,9999
1,0137
2,1035
3,9999
4,0945
5,9999
3,0095
1,9999
2,0580
3,0277
1,9999
1,0398
2,0165
3,0279
3,0260
1,0269
3,0214
3,1530
4,0875
5,0483
2,0735
3,9999
2,0495
2,9999
2,9999
2,9999
2,0610
2,9999
2,9999
2,9999
2,0605
2,0689
2,9999
3,0253
2,9999
3,0542
2,1130
3,0421
2,0303
3,0705
2,0236
3,0500
4,0137
2,0416
3,0498
4,0650
4,0250
2,0294
3,0714
3,0526
4,0481
2,9999
2,9999
3,0575
4,9999
2,0638
3,9999
4,9999
2,9999
3,0657
4,9999
3,0153
4,1045
2,1018
3,0748
4,9999
2,0550
3,0415
4,9999
2,9999
3,0318
4,9999
2,9999
3,9999
4,9999
2,0509
3,0398
4,9999
2,0780
3,0955
4,9999
2,0790
3,0182
4,0400
4,0580
2,9999
3,0464
4,9999
2,0715
2,0532
4,0720
2,9999
3,0329
4,0898
2,0674
3,0575
4,9999
2,0251
4,9999
2,0373
3,0681
4,9999
2,0159
3,0294
4,9999
4,9999
2,9999
3,0370
3,0418
4,9999
2,0428
2,0600
3,0809
4,0855
2,9999
3,0907
4,0502
2,0577
4,9999
2,9999
3,1250
4,9999
3,2020
4,0876
2,9999
3,9999
4,9999
2,0609
3,1610
4,1058
3,1123
4,9999
2,9999
3,0900
4,9999
2,9999
3,9999
4,9999
2,0470
3,1520
4,0730
2,0467
4,9999
2,0438
3,9999
4,0950
4,0600
4,9999
2,9999
3,9999
4,0740
2,0923
2,0475
3,0511
4,1119
2,0523
3,9999
4,0630
2,1025
3,9999
4,9999
3,9999
4,9999
1,0216
2,0835
3,9999
1,0685
2,0705
3,0350
4,0901
4,9999
1,9999
2,0775
3,0950
3,1200
4,1625
1,9999
2,9999
2,0583
3,0436
4,0960
1,9999
1,9999
2,9999
3,9999
4,0615
1,0442
2,0581
3,0532
4,0865
1,0408
3,0940
4,0830
1,0763
3,0670
4,9999
1,0775
3,1570
4,9999
3,9999
4,0700
4,9999
1,9999
2,0505
3,0206
2,0594
3,9999
4,1205
1,0512
2,9999
3,0450
4,9999
2,0622
3,9999
4,9999
1,9999
2,0515
3,9999
4,9999
1,9999
2,1705
3,9999
4,0683
1,9999
2,0648
3,2014
4,0470
1,0211
2,0720
3,0603
4,9999
4,0962
1,0413
2,9999
3,1214
3,0742
4,0684
1,0820
2,0725
2,0530
3,1350
4,0500
1,0637
1,0381
3,1770
4,0650
1,9999
2,9999
3,1785
1,9999
2,0138
3,0827
4,9999
1,9999
2,0700
3,9999
4,0346
1,9999
2,9999
3,1150
4,0765
3,0978
4,0762
1,0044
2,9999
3,1058
4,0765
1,0635
1,0840
2,1021
3,0827
4,9999
1,0673
3,9999
4,9999
1,0400
2,0202
3,9999
4,9999
1,0565
2,0142
3,0485
4,0570
1,0735
2,0830
3,0945
4,9999
1,0476
3,1010
4,0675
4,9999
1,0212
3,0476
3,1045
4,0875
1,0586
2,9999
1,0694
3,0128
4,9999
1,0331
2,0700
3,1400
4,9999
1,0520
4,9999
1,0498
2,0590
3,9999
4,9999
1,0520
2,9999
3,9999
4,0481
1,0632
2,0500
3,0242
4,1270
4,0381
5,0622
1,0700
2,0699
3,0413
3,0345
4,0925
5,9999
1,0400
2,9999
3,0153
4,9999
5,9999
2,0390
3,0108
4,0725
5,9999
1,0137
5,9999
1,0736
2,0712
4,0678
5,9999
1,0407
2,0069
3,0920
4,0765
5,9999
1,0613
3,0240
5,9999
5,0685
1,0600
2,9999
3,9999
4,0374
3,9999
4,0965
5,9999
1,0298
2,1183
1,1585
2,0774
4,0150
5,9999
1,0597
2,0810
3,9999
4,0531
5,9999
1,0587
2,0885
3,0641
4,0920
5,0327
1,0545
2,0575
3,9999
4,9999
5,0631
1,0215
2,9999
3,1145
4,0358
5,0619
5,9999
1,0414
2,0394
3,0980
4,1000
4,0865
5,9999
1,0113
2,0354
3,9999
3,9999
4,0645
5,9999
1,0595
2,0897
2,0605
3,1520
4,0915
5,9999
2,9999
4,9999
5,9999
3,0586
3,0190
3,0977
3,0345
1,0303
2,0280
3,0206
2,0550
1,0665
1,0310
2,0262
3,3084
4,1180
5,9999
3,9999
4,9999
2,9999
2,9999
2,1100
2,0965
2,9999
2,1500
2,9999
2,0573
2,0600
2,0620
2,0775
3,0547
3,0528
2,9999
3,0536
2,9999
3,0892
2,0565
3,0755
3,0595
4,0137
2,0625
3,0558
4,0319
2,0665
3,0143
4,0685
2,0820
3,0685
3,0435
2,0501
3,0652
4,9999
2,0668
3,0450
4,0575
2,0577
3,0263
4,9999
3,0149
4,9999
2,9999
2,0602
4,9999
2,9999
3,0526
4,1082
2,9999
4,9999
2,0455
3,0654
4,9999
2,0668
3,0153
4,9999
2,0676
3,0566
4,0631
2,0632
3,0425
4,9999
4,9999
2,0700
3,9999
2,0540
4,0790
2,9999
3,0385
4,0485
4,0457
2,0157
3,0560
4,9999
2,0900
3,0250
4,9999
2,9999
3,0169
2,9999
4,0778
4,0950
2,0828
3,0573
3,0285
4,9999
2,0642
2,0575
3,9999
4,9999
2,9999
3,0930
4,9999
2,0672
3,0860
4,9999
2,9999
3,0452
4,9999
3,0433
4,1010
3,0285
4,9999
4,9999
2,9999
3,1600
4,9999
2,9999
2,0709
3,3084
4,9999
2,0537
3,1465
2,0549
4,0219
2,9999
3,0650
4,9999
2,9999
3,9999
4,9999
2,0730
4,9999
2,9999
3,1262
3,1600
4,0637
2,9999
2,0630
3,9999
4,0426
2,0579
4,0735
2,0596
4,0602
1,0450
2,0725
3,9999
4,0690
1,0542
2,0710
3,0504
4,9999
1,9999
2,0665
3,0110
4,9999
4,9999
1,0819
2,9999
3,2320
3,0561
4,0434
1,0815
2,9999
2,9999
3,0420
4,0652
1,9999
1,9999
2,0390
3,0675
4,0808
1,0590
2,0547
3,0153
4,0600
1,0530
2,0767
3,0785
4,0613
1,0900
2,0452
4,9999
1,0980
2,9999
3,0825
4,0880
1,9999
2,0624
3,9999
4,9999
3,1357
4,1000
1,9999
2,0545
2,0215
3,0350
4,9999
1,9999
1,9999
2,0816
3,1140
4,0500
1,9999
2,0770
3,9999
4,9999
1,0385
2,1715
3,9999
4,0600
2,9999
3,0563
1,0600
2,0816
3,0821
4,0825
1,0188
2,0738
3,1130
4,0855
4,0680
1,0179
2,0981
3,0933
4,0900
1,0435
2,0680
1,1050
2,9999
3,0960
4,1160
1,0380
2,0811
3,1220
4,9999
1,0800
2,0315
3,0373
4,0413
1,0500
2,0878
3,9999
4,0432
1,9999
2,1014
3,1090
4,0773
4,0702
1,0533
2,0444
3,9999
4,9999
1,0610
2,0491
2,1590
3,2040
4,0830
1,0800
1,1255
4,9999
1,0655
2,0185
3,9999
4,9999
1,0559
3,1060
4,9999
2,0790
4,0545
1,0444
3,0655
4,0495
1,0650
2,9999
3,1255
4,0500
1,9999
2,0934
3,0885
4,0900
1,0700
1,0119
2,0469
4,9999
1,0400
2,0810
3,1610
4,0715
1,0493
2,9999
4,9999
1,0786
2,0915
4,9999
1,0250
2,0350
3,0117
4,9999
5,0506
1,0192
2,0310
3,0195
4,9999
4,9999
5,9999
2,0805
3,0358
4,9999
5,0535
1,0825
2,0665
3,0792
4,0540
5,9999
1,0565
1,0578
2,0635
3,0845
4,9999
5,9999
1,0535
2,0880
3,0400
4,0295
5,9999
1,0899
2,0155
3,0973
4,0451
5,9999
1,0486
3,0792
4,1080
5,9999
2,0332
3,9999
5,9999
4,9999
5,9999
1,1400
2,9999
3,0855
2,0890
4,0650
5,9999
2,9999
3,3084
4,0550
5,9999
1,0553
2,1420
3,0830
4,0627
5,0595
2,0210
5,0466
1,0660
2,0420
4,0650
5,0920
1,0068
2,0280
3,2030
4,0690
5,9999
5,9999
1,0137
2,0541
4,0860
4,0850
5,0686
1,0292
2,9999
4,0753
5,9999
1,0553
1,0180
2,1055
4,0805
5,9999
3,0324
1,0225
3,0530
3,0367
3,0400
1,0569
3,0215
3,0187
1,0382
2,0197
3,0344
3,2175
3,9999
5,0553
2,9999
3,9999
4,0750
5,9999
2,0375
2,0635
2,9999
2,9999
2,9999
2,0810
2,0600
2,0770
2,0790
2,0520
3,1100
2,9999
3,0510
3,1020
2,9999
2,0081
3,0596
2,0153
3,0320
2,0872
3,0198
4,0445
2,0650
3,0789
4,0319
3,9999
4,0570
2,0700
3,0567
4,9999
4,0375
2,1060
3,0740
3,0578
4,9999
2,0649
2,0297
3,0465
4,9999
2,0830
3,0137
4,9999
4,9999
2,0500
3,0450
3,0545
4,0889
2,0675
3,0285
4,9999
2,9999
3,0592
4,9999
3,0300
4,0977
3,0285
4,9999
2,0787
3,0550
4,0625
2,9999
3,0607
4,9999
2,0730
4,0605
4,0650
2,0562
2,9999
3,9999
2,0600
3,0237
4,9999
2,9999
3,1081
4,9999
2,0300
3,0761
4,9999
2,9999
3,9999
4,9999
2,0600
4,0980
2,0793
3,1420
4,9999
4,9999
2,9999
3,9999
4,9999
2,9999
2,9999
3,3084
4,9999
2,0497
3,2450
4,9999
2,0414
3,9999
4,0860
2,0815
3,0540
2,1041
3,1320
4,0900
2,0605
3,1495
4,9999
4,0545
2,0464
3,1830
3,9999
4,9999
2,0685
2,0871
3,0652
4,0837
2,0832
3,1000
4,0655
2,0635
3,9999
4,0663
2,0800
4,0520
3,9999
4,9999
2,0870
3,0700
4,0578
4,0557
2,0750
3,1241
2,9999
3,0841
4,0524
2,0508
3,9999
4,0602
3,9999
4,0685
1,0137
2,0650
3,9999
4,0550
1,0755
2,0580
3,1215
4,9999
1,9999
2,9999
3,0305
4,9999
1,9999
2,9999
3,0728
4,0570
4,0739
1,9999
2,9999
3,3084
3,0470
1,9999
2,0469
2,0482
3,0726
4,0690
1,0550
1,0360
2,0550
3,0760
4,0765
1,0477
2,0685
3,0760
4,0778
1,0492
2,0530
3,0500
4,0785
1,9999
2,0508
4,1050
1,0325
2,0182
4,9999
4,9999
1,0225
2,1017
3,9999
3,1730
4,9999
1,0814
2,0640
3,0461
4,9999
1,0364
1,9999
2,9999
4,9999
1,9999
2,9999
4,1086
1,9999
2,9999
4,0777
1,0540
2,0835
3,0735
4,0495
1,0511
2,0773
4,0520
1,0510
2,9999
3,1980
4,9999
1,0610
2,0484
3,9999
2,9999
3,1560
4,9999
1,9999
1,0553
2,0433
3,1525
4,9999
1,0754
2,0157
3,9999
4,0424
1,0121
2,0400
4,0630
1,0900
2,0331
3,9999
4,0605
1,0454
2,0404
4,9999
1,0406
2,0863
3,9999
3,0447
4,0605
1,0702
2,9999
2,0595
4,9999
1,0625
1,0724
2,0700
4,9999
1,9999
2,0304
3,0535
4,9999
1,0622
4,0665
1,0587
3,0900
4,9999
1,0575
2,0595
3,0625
4,9999
1,0635
2,9999
4,0620
4,1105
1,0670
2,0097
2,0640
3,1210
4,9999
1,0518
1,0795
2,9999
3,0690
4,0700
1,0683
3,9999
1,0800
2,0630
3,0790
4,9999
1,0550
2,0700
1,0768
2,0260
3,0417
4,1057
5,9999
5,9999
1,0560
2,0760
3,0218
4,0150
4,9999
1,0635
3,0983
3,0530
4,0960
5,9999
1,0515
2,9999
1,0530
2,0669
3,0527
4,0605
5,9999
1,0638
2,0153
3,0481
4,0413
5,9999
1,0298
2,0137
3,9999
4,0805
5,9999
1,0764
2,0329
4,0400
5,1566
1,0380
2,0365
3,0619
4,0507
5,0870
5,9999
1,0510
2,9999
3,0790
4,0282
3,0550
4,0421
5,0700
1,0337
2,9999
2,9999
3,1195
4,0630
5,9999
1,0204
1,0509
2,0535
3,0410
4,0450
1,0775
2,0400
3,9999
4,0760
5,0156
2,0336
4,1085
5,0715
1,0259
2,0690
4,0970
5,0280
1,0175
2,0680
4,0750
5,0575
5,9999
1,0153
2,9999
3,0910
4,0398
4,9999
1,0189
2,0545
2,0547
4,9999
5,9999
3,0111
1,0476
1,0246
2,0327
3,0235
3,1060
3,9999
1,0326
2,9999
3,0624
3,9999
5,9999
5,1052
3,1896
5,9999
1,0295
2,0825
2,9999
2,9999
2,9999
2,9999
2,9999
2,9999
2,9999
2,9999
2,0590
2,9999
2,0633
2,0849
3,0524
3,0517
2,9999
3,0568
2,0565
3,0907
2,0488
3,0629
2,0695
3,0221
4,0825
2,9999
3,1004
4,9999
2,0565
3,0538
4,0605
2,0681
3,0600
4,0810
4,9999
2,0667
3,9999
3,0978
4,0540
2,0577
2,9999
3,0619
4,1335
2,0450
3,0281
4,9999
4,9999
2,9999
3,0965
3,9999
4,9999
2,9999
2,0844
3,9999
4,9999
2,0401
3,0181
4,9999
2,0523
3,0130
4,9999
2,0537
3,0544
4,0817
2,0577
4,9999
2,0280
3,0292
4,9999
4,9999
2,0577
3,0190
3,0612
4,0686
2,0440
2,9999
3,0170
4,9999
2,2146
3,0732
4,0575
2,0619
3,0808
4,0730
3,0156
4,9999
2,0402
4,0955
2,0502
4,9999
2,9999
3,0346
4,9999
4,0508
2,1166
3,0198
2,0870
4,9999
2,0538
3,1590
4,9999
2,0845
3,0594
4,0850
2,9999
3,3084
4,9999
2,0700
3,0625
4,9999
2,9999
3,2180
4,9999
2,9999
3,9999
4,9999
2,0845
3,0440
3,0900
4,1230
2,0570
2,0272
3,0930
4,9999
2,0601
3,9999
4,0790
2,0645
3,0905
4,9999
2,9999
3,9999
4,9999
2,9999
4,0685
2,0472
3,9999
4,0530
3,9999
4,0659
2,9999
2,0733
3,9999
4,9999
2,9999
4,9999
1,0525
2,0650
3,9999
4,9999
1,0725
2,9999
3,0495
4,9999
1,9999
3,1200
4,0650
1,9999
2,9999
3,1640
1,0835
2,0445
3,0326
4,0609
4,0598
1,9999
2,0435
3,1600
4,9999
1,0569
2,0930
1,0539
2,0645
4,1000
2,0640
3,0592
4,1259
1,0585
3,1379
4,0570
2,0857
3,0945
4,9999
1,9999
2,0069
3,9999
4,9999
1,0275
3,0660
4,2000
4,0800
1,0487
2,0600
3,9999
3,0648
4,9999
1,9999
2,0535
2,0657
3,1750
4,9999
1,0725
1,1110
2,0262
3,1445
4,1100
1,9999
2,0265
4,0735
1,0585
2,0542
3,0952
4,0575
1,0352
2,0691
3,1263
4,0637
1,0707
2,0536
3,9999
4,0850
1,0975
2,1121
3,1560
4,0742
3,9999
4,0820
1,9999
2,0870
1,0450
2,9999
3,1332
4,9999
1,9999
3,1843
4,0714
1,1040
3,0940
4,0602
1,9999
2,9999
4,0675
1,0607
2,9999
4,0806
1,0693
2,9999
3,1150
4,1125
4,9999
2,0808
3,9999
4,9999
1,0785
2,0580
2,0500
3,9999
4,9999
1,0363
1,9999
2,0725
3,1060
4,9999
1,9999
3,0342
4,0930
1,0830
2,0725
3,0535
4,0590
1,0420
2,0374
3,0499
1,0245
2,0495
4,9999
4,0835
1,0438
2,0630
3,1361
3,0141
4,0631
1,0620
2,0405
2,0510
3,0449
4,0700
1,0207
1,0278
2,0267
3,0210
4,9999
1,0544
2,9999
3,9999
4,0675
1,0202
4,0640
1,0665
2,0800
3,0414
4,9999
5,9999
1,0673
2,0600
3,0137
4,9999
5,9999
5,9999
1,0464
2,9999
3,0685
4,0800
4,0620
5,9999
1,0380
2,0500
3,0102
2,0500
3,0780
4,0800
5,9999
1,0580
1,0505
2,9999
4,0180
5,9999
1,0805
2,0182
3,0473
4,9999
5,0767
2,0352
4,0434
5,9999
1,0290
2,0371
3,0500
4,9999
1,0117
2,0810
3,0323
4,9999
5,9999
4,0495
5,0970
1,0820
2,9999
3,0525
4,0839
5,9999
1,0650
2,9999
4,0483
5,0460
1,0585
1,0595
3,0850
4,0807
5,0775
2,0417
3,0790
4,0800
1,0163
2,0533
3,9999
4,0840
5,0925
1,0550
2,0467
4,0810
5,9999
1,1545
2,0650
5,9999
5,9999
1,0638
2,0543
3,9999
4,0770
3,9999
4,0735
5,9999
1,9999
3,0370
1,0415
3,0396
1,0289
3,0040
3,0576
3,0135
3,9999
1,0384
3,9999
4,9999
5,9999
1,0779
2,0642
2,9999
2,9999
2,0920
2,9999
2,9999
2,9999
2,9999
2,0685
2,0681
2,0545
2,0831
2,0825
3,0442
2,9999
3,0514
3,0645
2,0255
3,0463
3,0362
