borough,gross_monthly_rent
1,99999
3,00758
3,01430
1,01200
1,01070
3,01330
4,00800
3,99999
3,00840
5,99999
4,99999
4,01930
1,99999
2,99999
5,99999
2,01414
4,01800
4,01300
2,02140
4,99999
2,00224
4,99999
5,01585
2,01430
4,01370
4,01350
2,01270
2,00800
3,02130
3,02120
1,00877
1,99999
4,99999
1,01300
2,01205
3,99999
4,99999
2,01048
2,01480
4,99999
3,01650
3,99999
3,99999
2,01700
4,01400
2,01120
2,00940
3,02000
3,01415
4,99999
4,00700
4,99999
4,01600
1,99999
4,99999
1,00659
2,01055
2,99999
2,02300
2,00985
3,02275
1,01036
3,00785
4,99999
1,01110
4,99999
5,99999
2,99999
3,99999
1,01000
5,99999
2,00980
2,01439
1,00620
4,01115
4,01140
2,99999
3,99999
4,01405
4,00860
3,01977
4,99999
4,99999
2,01220
2,99999
4,99999
3,01460
1,00900
2,99999
4,99999
4,99999
3,99999
2,01005
2,01036
3,01550
2,00990
4,01770
4,01885
3,00580
2,00391
4,01740
1,01070
3,99999
1,00867
3,01185
4,01000
2,01073
3,01065
2,00630
3,00859
3,00351
2,01548
2,01365
4,01660
1,00914
4,99999
2,99999
4,99999
3,00950
2,01481
2,99999
4,99999
5,99999
4,00900
4,01195
4,99999
4,01535
1,99999
2,00218
2,01355
3,03010
3,02000
4,99999
4,01370
5,99999
3,01615
2,00850
5,99999
4,01720
2,01675
4,99999
4,01135
3,03610
4,99999
3,01295
4,01247
2,00988
1,00550
2,99999
4,01550
2,01180
4,99999
3,01160
2,00224
4,00828
3,99999
1,99999
3,04100
2,01356
4,02100
2,00858
4,01340
3,01090
3,01300
2,01040
3,99999
3,01057
2,99999
3,99999
2,03100
4,99999
4,01450
4,99999
2,01559
4,99999
1,00793
1,00934
3,00950
3,02340
2,01430
2,00950
2,01985
4,01300
2,00790
2,00675
3,00900
2,99999
1,01170
3,03960
4,99999
5,00695
3,01129
3,01293
3,01350
3,00960
4,00948
4,01188
2,99999
2,01328
2,00337
3,00378
3,00450
3,00440
3,99999
3,01124
3,00244
2,99999
4,01550
3,01510
3,04360
4,99999
3,00397
1,99999
3,00443
5,99999
4,99999
4,99999
3,00889
4,01650
2,99999
2,00855
3,99999
3,01820
3,01225
5,99999
1,00459
2,01300
2,01049
3,99999
2,00882
2,01285
2,01639
2,01235
3,03065
2,01732
3,01220
2,00454
2,99999
4,01039
1,00788
4,99999
4,99999
3,02170
3,99999
4,99999
3,99999
1,01224
3,00822
2,01240
2,99999
3,00455
2,01730
4,99999
2,00704
1,01000
2,00425
3,00518
2,00895
3,01620
4,99999
1,00805
3,01850
2,99999
2,99999
2,99999
2,00600
1,00620
1,01050
3,01020
5,99999
4,01030
1,00654
2,99999
4,00161
1,00233
4,99999
1,01085
5,99999
2,00797
4,01470
3,01100
3,02545
3,99999
2,01680
4,99999
4,01270
4,01580
2,00966
5,99999
2,01610
3,01895
2,01769
2,00656
2,99999
2,01439
2,01200
2,03320
5,01060
4,02220
2,01238
3,02575
1,00740
2,01280
4,99999
1,99999
4,99999
2,99999
3,02450
3,99999
4,99999
3,00283
2,01100
2,00600
3,02150
4,01250
5,99999
3,02400
2,01250
3,01450
2,02700
3,00969
2,01000
4,99999
4,99999
2,00950
2,99999
3,00531
2,01867
1,01750
3,00259
4,00819
1,99999
2,00092
4,99999
5,00830
2,99999
2,99999
4,99999
4,99999
2,01325
3,01670
3,00800
3,00631
3,99999
3,99999
3,02360
2,03160
2,00224
1,01150
2,00855
4,99999
2,00143
3,01710
5,01950
4,01595
1,00921
3,01990
5,99999
2,99999
3,00588
2,01100
2,01216
4,02010
1,99999
4,99999
1,01070
5,99999
5,01305
1,00832
1,01150
2,99999
2,99999
1,01426
4,00975
1,01384
3,00312
4,00767
1,00710
3,04600
4,99999
2,01405
2,99999
3,00402
1,00925
2,02030
2,02323
4,99999
3,00720
3,99999
4,00865
2,00855
1,00427
4,01375
1,99999
1,00890
2,00900
4,00780
2,99999
3,01095
4,00850
4,01270
3,99999
4,01220
1,00915
4,01580
1,00820
4,00893
2,01156
2,04428
2,00400
3,02530
2,99999
1,99999
4,00898
2,99999
2,01170
4,00375
5,01305
4,99999
1,01425
4,99999
3,02450
3,02025
4,99999
3,00380
2,99999
3,01058
3,00369
3,00420
1,00710
2,01705
3,00800
3,01800
2,01200
4,00800
4,99999
3,00547
1,00835
4,02200
4,01220
1,00550
4,00750
3,00710
3,00941
2,99999
4,01753
3,06967
5,99999
4,01272
4,99999
4,01045
4,01545
4,01400
2,99999
2,99999
3,01900
4,01415
4,01410
3,00112
3,02010
3,02875
5,99999
3,01035
2,01049
2,00805
3,99999
2,00831
3,00756
2,01024
3,00632
3,99999
4,01150
2,01065
4,99999
4,99999
4,99999
5,00870
2,01450
2,01900
1,01640
2,01385
4,99999
2,99999
3,02500
5,99999
1,00563
2,01875
1,99999
1,99999
3,03100
4,99999
1,01000
3,00440
1,01090
2,00300
3,03400
4,00912
2,01345
3,04453
2,00640
3,03260
1,01460
3,99999
5,99999
1,02040
2,01261
2,01800
2,01400
3,03060
3,01286
4,99999
2,99999
3,99999
3,03230
3,01782
2,01540
4,01150
2,02164
1,01548
2,01380
2,00783
4,99999
4,99999
3,00266
2,99999
2,99999
5,99999
3,02190
1,01027
4,00975
2,01450
1,01707
3,99999
1,01072
3,00665
2,00940
3,00433
3,01875
3,99999
2,00564
4,99999
3,99999
4,99999
2,99999
1,00602
1,01480
4,00850
2,00750
2,00700
4,99999
4,99999
3,01805
4,01640
4,00390
2,01325
2,00760
4,01280
1,01475
3,02160
1,01237
2,01100
1,00539
4,99999
3,99999
3,99999
2,00240
4,99999
1,01132
4,99999
2,00387
4,99999
4,99999
5,01045
1,00812
4,01235
4,01177
4,01415
3,02190
3,99999
2,99999
2,99999
2,01484
4,99999
3,01841
4,01665
4,99999
3,01420
4,01260
4,01050
4,99999
1,01150
1,01280
2,01855
2,00812
4,99999
3,99999
2,99999
4,01900
4,00850
4,04280
3,01395
2,00738
3,01520
1,99999
3,02260
2,99999
3,03150
3,03175
3,02075
2,99999
4,99999
2,01270
2,99999
2,01100
4,01168
4,00739
3,02191
3,99999
5,00545
2,00330
2,99999
2,00792
3,03310
2,01189
4,01500
1,01040
4,99999
3,99999
4,99999
4,00850
4,02275
5,99999
3,00549
1,01000
2,01295
2,00726
3,01850
1,00362
3,01000
1,01300
4,00965
2,99999
3,03310
4,01400
4,99999
4,01525
3,00437
2,99999
2,00858
3,99999
4,01915
2,02475
1,00252
2,00757
2,01980
2,00184
2,01085
3,02300
2,00224
4,00700
3,99999
4,01480
2,00832
3,00413
3,99999
1,00700
1,01130
4,00790
3,02375
2,99999
2,00810
2,01075
3,99999
4,01780
2,01708
3,00708
2,99999
4,99999
3,01750
3,00565
4,99999
4,01300
2,02000
4,01182
3,02393
4,99999
4,99999
1,01159
1,99999
1,01185
3,99999
2,00495
1,99999
2,01370
2,00996
1,01200
2,00283
4,99999
3,99999
1,01181
2,01820
2,01415
3,02919
3,03084
4,99999
4,99999
4,99999
4,01080
1,01478
5,99999
1,00612
1,99999
2,00634
3,99999
4,99999
5,01083
2,00585
2,00326
3,00497
4,01600
3,00500
4,00975
3,01270
3,02580
4,99999
1,00349
1,01280
5,01110
1,01370
5,99999
4,99999
2,01160
2,01190
3,00175
1,01000
4,01480
4,01000
3,00760
1,01350
3,06967
2,01265
5,99999
2,02180
4,99999
4,99999
2,01550
2,99999
2,01181
3,02750
4,01160
4,01238
3,06967
2,01025
4,01450
2,99999
1,01150
2,01175
3,02200
4,01600
3,00605
2,01250
1,01100
2,01107
3,01183
4,99999
1,00408
4,01207
3,00540
1,01625
2,01155
2,01735
2,01300
1,01100
2,02420
5,99999
4,01650
2,01035
4,99999
2,01650
3,01600
1,01250
1,00400
3,00228
2,00955
1,01325
5,99999
4,01100
2,00573
1,01450
2,01106
4,01070
5,99999
1,00375
1,00745
3,99999
1,01050
4,00994
4,99999
2,00623
2,00390
3,03000
1,99999
1,01600
2,00908
1,01180
4,99999
3,01763
3,01000
3,01580
1,01950
1,00990
2,00500
2,00890
4,01163
3,00890
4,01095
1,00755
4,99999
4,99999
4,99999
4,00860
4,99999
3,99999
1,00747
2,01265
3,99999
4,02155
3,00740
2,99999
4,99999
1,99999
2,01150
4,99999
2,99999
2,01280
3,02340
2,01290
3,99999
2,99999
2,99999
4,01205
4,01417
3,01124
2,01085
1,99999
3,01180
2,01200
1,01019
3,02350
2,01010
2,01935
4,01660
3,99999
5,01200
3,01701
1,00985
3,99999
3,02190
4,01164
2,01685
2,01615
4,01370
3,02025
1,01400
4,01135
2,99999
4,00600
5,99999
4,01330
4,00628
2,00460
2,00800
2,01490
3,01625
3,99999
3,99999
4,01520
3,01250
2,01310
1,99999
1,01130
2,01355
1,99999
2,99999
2,99999
1,01267
3,01684
2,01645
4,01580
4,99999
3,00146
3,02550
4,99999
2,99999
2,01155
5,99999
4,99999
3,99999
3,01825
3,99999
4,01870
2,00750
4,00910
4,99999
4,99999
4,99999
1,00543
1,01075
2,00800
2,02013
2,01315
3,00550
2,01125
3,02430
4,01250
2,02590
1,01290
1,99999
4,01450
4,01680
1,01155
4,99999
3,01190
4,99999
4,99999
2,01300
2,01120
2,99999
2,01084
3,99999
1,01600
4,99999
3,99999
1,99999
4,01054
3,06967
1,01400
3,01975
4,01105
2,01868
2,99999
2,00890
4,01075
3,02940
2,00955
3,01320
5,99999
2,01280
2,01250
3,00985
2,01250
3,02472
2,01096
2,00959
2,01740
3,03100
2,01925
4,01160
4,01500
1,01640
3,00880
1,99999
1,99999
4,99999
1,01300
2,99999
4,01330
2,02013
5,99999
4,00990
2,99999
4,01310
1,01482
3,99999
3,01087
3,99999
4,99999
1,00602
2,00840
4,99999
1,00970
5,99999
3,00870
4,00736
2,03250
4,01080
2,01058
3,99999
2,01070
4,01070
3,99999
2,99999
4,99999
5,99999
5,01800
4,99999
3,00372
3,00640
5,99999
3,99999
3,99999
2,01400
3,02085
4,00250
4,99999
3,99999
2,01200
2,01085
1,01773
2,01900
2,99999
3,99999
1,00875
1,01323
4,99999
1,01230
2,01050
2,01220
3,99999
3,01720
3,00600
4,99999
3,02860
4,99999
4,01670
4,01630
2,01225
4,01160
2,01150
2,01250
1,01030
3,00600
2,01055
2,01580
4,01042
2,99999
4,99999
2,00968
2,00700
2,01370
2,00827
4,01100
2,00550
1,99999
1,00837
4,01215
4,99999
2,01350
5,01030
1,01055
4,99999
2,01495
3,00687
3,01100
1,99999
2,00725
1,00298
2,01005
1,99999
2,99999
2,99999
3,01070
2,01656
4,99999
2,01250
4,99999
2,01110
2,00194
2,01500
2,00525
1,99999
5,99999
2,00215
2,01000
3,02900
3,01710
2,01119
1,01325
3,00900
3,00893
5,99999
3,01165
4,99999
1,01150
5,01020
3,00356
3,01829
1,01215
3,02460
5,99999
1,01087
4,99999
4,99999
4,01025
1,00975
2,00900
4,99999
2,01200
2,99999
4,99999
3,99999
2,01290
4,00840
4,01400
1,99999
3,99999
2,99999
4,01100
4,99999
3,00931
1,00400
3,01460
3,01160
4,99999
2,00851
3,99999
1,01070
3,01199
1,01850
2,00900
3,01250
3,99999
3,99999
3,02600
1,00622
3,02700
2,99999
1,00940
3,02060
1,00560
3,03230
3,02310
4,01170
1,00980
5,99999
2,02400
2,99999
4,99999
3,99999
1,01039
1,01970
5,99999
3,00591
4,01420
3,00389
2,02847
5,99999
3,00995
5,99999
3,01830
2,00959
4,02350
3,99999
2,00317
1,01340
3,99999
3,01570
3,00382
4,01272
3,01815
3,99999
3,00452
3,01815
4,01507
3,99999
3,02375
4,01630
3,00915
1,00700
1,99999
3,00850
2,99999
2,01273
5,99999
3,99999
4,99999
3,01360
4,99999
4,99999
2,01790
2,01560
2,03617
5,99999
1,00895
4,00930
3,99999
2,99999
3,01280
5,00860
4,01200
2,00900
2,01010
4,01030
2,01600
1,00660
3,00890
4,01900
2,01150
2,00875
2,00800
2,99999
2,01143
3,99999
4,99999
3,99999
4,01000
3,02150
4,01620
3,99999
3,00703
2,01247
3,01485
4,00778
5,01000
4,01035
4,01250
2,00930
4,99999
1,99999
4,02280
4,99999
3,01235
1,99999
4,99999
4,99999
3,00426
3,04600
1,99999
2,00415
2,99999
3,02770
1,99999
2,01195
3,04000
4,99999
3,01950
4,01050
3,02870
1,00700
2,99999
3,00697
4,01720
3,01155
3,99999
2,99999
2,99999
4,01370
4,01675
4,01000
1,00936
3,01580
2,00800
3,01200
3,00412
1,02000
5,99999
3,99999
4,99999
4,02150
4,01150
3,00777
4,01500
2,01225
3,02600
4,99999
3,03025
3,01445
4,99999
1,01981
2,01445
3,01633
3,00183
4,01720
2,99999
2,00460
4,99999
3,01590
1,00350
3,99999
1,01007
1,01439
3,99999
4,01350
4,99999
1,00490
1,02460
4,00945
1,01070
1,99999
4,99999
3,99999
3,00872
3,01300
4,99999
2,01681
2,01225
4,99999
2,01650
1,01055
3,99999
4,01125
4,99999
2,99999
2,01710
2,01110
3,01332
4,02150
4,99999
2,01635
4,01130
4,00760
3,01965
5,99999
5,00800
4,01680
2,01017
3,99999
2,00633
3,04590
2,00940
2,00930
2,99999
2,01652
1,01075
3,01832
1,99999
2,01185
5,99999
3,99999
4,99999
4,00622
4,99999
2,01091
3,99999
5,99999
4,99999
2,01085
2,99999
1,01345
2,00452
4,01625
4,00492
2,01375
2,01220
2,99999
1,01151
2,01325
3,99999
3,03500
2,01145
1,99999
3,00491
3,02080
3,00666
4,01280
2,00727
2,00890
4,01244
2,00899
2,02182
2,00725
3,01142
4,01302
1,99999
3,01155
1,00860
4,99999
3,01611
4,99999
4,99999
3,00975
5,99999
1,01777
2,99999
2,99999
4,99999
2,00830
4,01200
2,01723
4,00440
1,01230
4,01770
3,01171
5,01890
4,99999
1,01030
2,00650
4,01392
3,01000
1,00887
5,99999
3,02615
4,01065
2,01565
4,99999
2,99999
3,00947
4,00955
2,99999
3,01800
2,01020
2,01837
3,99999
2,00870
1,00960
3,06967
2,01600
3,00334
2,99999
4,99999
5,99999
2,99999
3,00424
4,99999
2,01535
3,99999
1,99999
3,01026
4,01155
3,00963
4,01045
2,01550
5,99999
4,99999
2,99999
2,99999
2,01202
2,00703
2,01100
2,99999
2,00236
1,01225
3,99999
4,01190
4,01450
3,00660
3,00192
3,00332
3,02400
1,01065
1,01191
5,00376
5,99999
3,02755
4,01550
2,00992
1,00439
2,00790
3,01255
1,01600
1,99999
1,00719
3,00456
2,01550
3,99999
4,01305
3,00146
2,01258
1,01175
4,01015
5,01100
1,99999
2,00369
3,01400
3,99999
2,01108
4,00501
4,99999
3,01155
4,00495
3,01240
4,99999
4,01045
3,00224
2,01110
3,01900
3,99999
5,99999
2,02570
2,99999
3,03055
5,99999
2,99999
4,99999
3,02300
2,00289
5,99999
2,01130
4,01250
4,01755
2,01400
5,99999
1,01400
4,99999
3,01360
4,99999
4,99999
3,01155
3,01820
4,99999
1,01660
3,00500
2,01140
5,01165
4,99999
3,02445
2,00730
1,99999
1,01565
2,01475
2,01440
3,01359
3,01930
1,99999
2,99999
3,02075
3,01701
3,00512
3,02650
4,01000
2,99999
3,99999
2,01450
3,00800
4,00950
3,02000
2,00900
3,01213
2,99999
2,00850
3,01550
2,99999
2,01150
3,00680
3,01650
4,99999
3,02690
1,01800
3,00678
2,99999
4,00850
2,99999
4,99999
1,01137
4,01585
2,01560
3,99999
3,03050
2,01120
4,99999
4,99999
1,01340
4,01370
4,01070
4,00578
4,99999
3,99999
2,99999
2,01690
1,00710
4,01250
1,01500
4,99999
2,02600
1,00412
4,01535
1,00620
2,01400
4,99999
1,00283
4,99999
4,00500
1,99999
3,01003
4,99999
3,02020
1,01090
5,99999
4,01150
2,01023
1,01450
3,01860
2,01150
3,04100
2,99999
2,00377
3,01800
3,99999
4,99999
1,00858
1,99999
3,01380
2,99999
5,99999
3,00545
4,99999
2,99999
5,99999
3,00660
2,01970
4,00890
3,04000
1,01460
1,01357
4,99999
4,00953
4,01409
4,99999
2,01120
1,00825
3,00555
3,02060
3,00972
2,00757
4,01365
1,02060
3,02425
2,00747
4,99999
5,02300
5,99999
2,01800
4,99999
2,01118
3,01125
2,00695
2,01650
4,00810
4,99999
2,00800
4,99999
1,01205
2,01330
4,99999
4,99999
4,99999
3,00420
1,99999
2,99999
1,99999
3,99999
2,99999
3,99999
2,00600
3,02250
3,02835
2,01122
2,01443
2,01635
3,99999
3,00958
3,02560
3,00272
4,99999
3,99999
4,99999
5,99999
1,00342
4,01441
3,01500
5,01560
2,01355
5,99999
3,02035
2,99999
2,01420
3,00449
4,99999
3,00329
2,99999
1,01065
1,01026
2,00894
3,99999
1,01235
4,99999
3,99999
1,01070
1,01160
4,99999
3,01465
1,99999
2,00981
2,99999
2,01685
1,00685
4,99999
3,03000
3,00790
4,99999
2,01026
2,99999
2,00840
2,99999
3,02175
3,01880
3,00900
2,99999
3,01250
2,00807
5,99999
3,99999
4,99999
1,01045
1,00656
2,99999
2,01100
2,00999
3,00345
4,00700
1,00636
4,99999
2,01615
4,00750
3,00359
3,01616
3,01150
1,00331
3,00490
1,99999
3,00950
3,99999
2,01130
1,01700
1,99999
3,00798
2,01285
1,00480
2,00600
1,99999
2,02565
2,99999
3,02500
3,03000
3,01765
2,01505
1,99999
1,00793
2,01620
2,00830
4,99999
3,01560
3,00402
3,99999
2,01345
4,99999
2,01110
4,99999
3,01230
5,99999
1,00416
4,99999
3,99999
3,00873
3,02700
1,01346
3,00770
2,99999
4,01140
5,99999
4,01185
4,99999
3,00450
2,02450
2,06967
1,00141
2,01050
1,01115
2,99999
5,99999
2,01499
4,99999
3,01610
2,01600
2,99999
4,99999
2,01350
1,00752
2,99999
2,99999
2,01185
3,99999
1,01950
4,99999
2,01048
4,01500
4,00750
2,99999
3,01850
4,03350
3,01545
4,00500
3,00261
2,99999
4,01476
1,01029
1,00540
2,01223
1,00205
2,02960
4,00665
3,99999
1,00790
1,99999
4,01000
1,01500
3,01025
5,00920
3,00700
5,99999
2,02005
2,01805
4,99999
1,00317
1,01130
3,00580
2,99999
4,02130
1,00925
3,02100
2,00744
4,99999
1,00620
2,01507
5,99999
4,99999
4,99999
3,00365
2,01190
3,99999
1,00715
3,99999
4,99999
3,00710
2,01220
1,00706
4,99999
3,02240
3,00497
5,99999
3,00452
3,01450
3,00504
5,99999
2,01145
4,01260
2,99999
3,01625
3,99999
4,99999
3,02420
2,99999
3,03500
2,00715
4,99999
5,99999
4,99999
2,99999
4,99999
5,01340
3,03300
2,01000
3,00283
2,99999
1,00770
4,01165
1,00400
4,99999
2,01100
3,01490
1,01678
2,01240
1,00300
2,01211
4,01467
5,99999
4,01495
4,01715
5,99999
3,02260
1,00190
2,01625
2,01780
4,01235
3,01835
2,01000
3,00690
5,99999
3,03000
4,01195
3,01620
3,03260
3,02550
3,01100
3,00710
1,01035
3,02260
4,01220
3,99999
5,01024
2,01200
2,01530
4,01460
4,99999
3,02940
2,01665
2,00337
2,99999
3,01250
1,00396
2,01180
1,00765
4,99999
1,00744
3,99999
2,01314
3,00815
4,00862
2,01070
4,01090
3,06967
3,99999
4,99999
5,99999
2,99999
3,01100
3,00630
5,99999
2,99999
3,01480
3,00600
5,01940
2,00956
4,99999
2,00930
1,01253
4,01260
4,01238
4,99999
5,99999
2,99999
2,99999
2,99999
2,99999
1,00549
3,99999
3,01200
1,01020
5,99999
4,01600
5,01358
4,01450
1,01208
1,00970
2,01355
3,02700
3,01902
3,01625
2,01195
1,01594
5,99999
2,99999
1,01100
4,01300
2,99999
2,01075
4,99999
1,00980
4,99999
2,01151
1,00989
3,00739
4,01530
3,03383
4,99999
2,02305
2,00831
4,99999
1,99999
4,02483
1,01727
2,00480
3,01941
2,00822
2,99999
3,99999
2,99999
3,01400
3,99999
1,02300
3,99999
2,00198
1,00935
2,99999
2,01160
1,99999
4,01065
4,00884
3,01220
5,99999
2,01145
3,99999
3,02725
2,01380
4,99999
4,99999
2,00915
4,01905
2,99999
2,99999
2,02408
2,99999
3,01840
2,00295
4,01185
1,01100
4,99999
1,99999
2,01570
3,99999
2,00955
1,99999
3,02820
2,99999
2,01000
4,00997
2,99999
3,01265
4,99999
2,99999
1,01120
2,99999
2,01180
4,99999
4,00394
1,99999
4,99999
3,02170
1,01021
3,01825
2,00720
4,99999
2,01650
3,99999
2,00620
3,03070
1,99999
4,01300
2,01350
3,01115
2,99999
3,99999
1,01485
2,01650
4,99999
4,00690
2,00726
1,99999
2,01255
4,01165
3,02475
4,01543
2,01022
1,99999
3,00495
5,99999
5,99999
3,01255
2,00785
2,01520
4,01740
1,99999
2,00997
4,99999
1,00496
4,01450
2,01345
2,00970
2,01200
2,00216
4,01050
4,01042
3,00348
2,00980
2,01350
2,00310
5,01000
4,99999
2,01895
4,01265
2,00880
2,02445
2,01065
2,00473
4,99999
4,01270
1,00648
2,00185
2,99999
3,01200
5,99999
3,99999
3,01144
1,01450
2,01050
4,01700
2,02020
2,00845
4,99999
4,01700
1,00908
5,02390
2,99999
2,00853
2,00370
4,01500
4,01540
4,99999
2,01200
3,01870
4,01100
1,00912
3,00410
4,99999
2,01800
2,00232
1,01200
1,01227
3,01600
2,99999
2,00901
3,99999
1,01070
5,99999
2,01282
3,04300
4,01800
1,99999
2,01580
2,00920
1,99999
4,01300
3,02290
4,01037
3,01912
3,99999
3,00600
3,02365
2,01240
5,99999
3,01787
1,99999
3,00490
2,00824
1,99999
1,99999
4,01205
1,01140
2,01050
4,99999
1,99999
5,02000
2,00199
2,00408
3,01300
5,99999
2,02200
2,01067
4,01045
1,00700
5,99999
2,00774
5,99999
4,99999
2,01219
2,99999
1,00885
3,03945
4,01072
2,99999
4,00900
4,01120
4,01650
2,00665
4,00825
3,00884
1,01011
2,00228
4,01240
2,99999
5,99999
4,01780
3,06967
2,01430
4,99999
3,00750
3,01245
3,00775
4,00780
4,99999
4,00620
3,00736
2,02450
4,99999
1,00600
2,99999
2,01032
2,01000
5,99999
3,00522
3,01555
4,02070
4,99999
3,99999
4,01160
4,99999
2,99999
4,02050
2,01350
3,01870
3,01135
5,99999
2,00991
5,02190
5,99999
2,99999
3,00333
4,01920
4,01260
3,01471
3,99999
1,01770
2,01214
4,01315
3,01536
5,99999
4,01157
4,99999
3,02975
3,02050
2,99999
4,00965
3,00724
3,01971
1,00753
2,00754
2,99999
5,99999
4,99999
2,99999
2,01467
5,01385
2,00920
4,01600
3,99999
2,00975
3,02510
4,00604
2,00583
3,99999
1,00133
1,99999
2,99999
2,99999
3,99999
2,99999
2,00800
4,99999
5,99999
5,99999
1,00780
2,01277
3,99999
3,02235
2,02075
2,01070
1,01250
1,01625
1,01090
1,00778
2,01260
4,01270
2,01010
5,99999
1,00933
2,00986
2,00620
2,01250
3,00835
4,00630
1,01948
2,00264
1,01151
1,01239
4,00839
4,00710
2,01000
4,99999
3,99999
2,00646
2,02900
3,00206
2,01054
1,01700
2,01340
1,00429
4,01270
3,99999
2,00980
3,01475
4,99999
2,99999
2,00733
3,00417
4,99999
1,99999
2,01280
2,02200
3,01154
4,01320
4,99999
3,02385
4,99999
3,99999
2,01345
4,01222
4,01415
4,99999
2,02090
2,00525
3,01194
3,01930
3,99999
2,00233
4,01886
4,99999
3,02980
1,99999
4,99999
3,99999
2,00241
2,01955
4,99999
2,00375
3,01625
2,01190
1,01141
4,01235
1,99999
3,00241
4,00925
5,01700
4,99999
2,00810
4,01160
1,99999
3,99999
2,01530
2,01050
4,02000
3,04025
4,01500
3,00703
3,99999
1,99999
2,99999
1,01240
1,00742
4,00660
3,03800
4,01070
4,00806
3,02970
3,03565
3,99999
1,99999
2,00969
4,99999
2,01476
2,01010
2,99999
3,02581
4,00711
4,01200
2,99999
4,01360
1,00390
4,99999
4,99999
1,00726
4,01240
3,00740
3,02650
3,00293
1,00602
2,01199
4,01300
5,99999
2,99999
4,99999
2,00512
3,01183
1,00920
4,01715
2,01300
3,99999
3,01582
1,02060
2,01065
1,00725
3,00822
1,00775
2,99999
4,00745
4,01200
3,02600
4,99999
2,99999
2,02220
2,99999
3,01070
2,00990
3,01239
2,01340
2,01910
4,01350
1,99999
2,01725
4,01100
2,01040
4,02200
3,01440
1,99999
3,00603
5,99999
2,01136
2,99999
2,01150
2,00900
2,00536
1,01430
5,00531
1,00920
1,01488
5,00962
1,99999
1,00970
3,01204
2,02025
2,99999
3,01750
1,99999
3,02890
3,00493
4,99999
4,99999
3,99999
1,01180
2,00855
1,99999
2,01344
2,01415
4,99999
4,01314
2,01535
4,01275
2,00325
3,01165
4,01725
3,03250
2,99999
4,01408
4,00845
2,99999
4,01870
4,01283
4,03500
2,01800
2,00728
1,01172
1,01000
3,99999
3,00422
2,00970
1,01145
5,99999
2,99999
1,99999
4,99999
2,00800
1,01003
4,00753
2,01139
3,01809
1,01066
3,00227
3,01665
5,99999
4,01570
4,99999
1,99999
1,00203
2,99999
2,01505
4,00967
2,01355
3,00670
1,00962
3,99999
4,01262
3,99999
2,01220
3,00449
4,00826
4,01615
4,00876
1,01290
3,01535
2,01237
2,01350
2,01755
4,02220
2,01625
4,01115
4,99999
3,99999
3,01768
4,99999
4,00480
3,00778
2,00506
3,00710
5,99999
3,00830
2,00896
4,01570
1,00455
4,00950
2,99999
4,01650
2,99999
4,99999
3,02987
1,00328
2,01022
2,00900
4,99999
2,00600
2,99999
2,00910
1,99999
3,99999
5,99999
1,00964
1,01060
3,03060
1,99999
4,01420
4,99999
1,00747
3,99999
2,99999
3,01276
3,01350
2,01370
3,02180
4,01935
1,01665
