borough,gross_monthly_rent,income
3,1245,063000
4,9999,999998
2,0339,005200
3,9999,999998
2,9999,023712
3,9999,999998
4,9998,999998
2,0386,004152
3,9999,999998
4,0635,035000
2,0675,049000
4,9999,052000
2,0348,005600
4,9999,999998
4,0424,999998
1,0414,049100
2,1000,085000
3,0441,036000
3,0185,010800
4,9999,075000
1,9999,014828
2,0860,046200
1,0338,006792
2,9999,057400
3,0406,999998
1,9999,048000
2,9999,061000
3,0310,009600
4,9999,009600
1,1154,016032
2,0955,090000
3,0517,999998
1,9999,999998
2,0889,038000
3,0191,006200
1,0490,032000
2,0446,006824
3,9998,999998
4,9999,009060
1,0640,025000
2,0543,045000
3,1300,999998
4,0700,040400
4,0740,030000
1,0217,009120
2,0442,028600
3,9998,999998
3,1370,111501
4,9999,035100
1,9999,030000
2,9999,020000
2,0415,008544
3,0850,060000
4,9999,999998
1,9999,048400
1,0275,999998
2,0450,999998
3,0956,999998
4,9999,050500
1,9999,999998
2,0395,008500
3,0594,999998
1,0572,011940
2,0286,008600
3,0520,051000
4,9999,037900
1,0519,070000
2,0491,028160
3,9999,024000
4,9999,073250
1,0850,094000
2,9999,999998
1,9999,035000
2,9999,035000
4,0650,082000
3,9999,062500
4,0607,046000
1,9999,022932
2,0519,004800
2,0121,004825
3,0709,999998
4,0584,999998
1,0200,010605
1,0337,016600
2,0683,015600
3,0780,042600
4,0385,030000
1,0320,010000
2,0164,009000
3,1748,999999
4,9999,999998
2,0841,026000
3,0583,029900
4,9999,999998
3,1560,034000
4,0805,080500
1,9999,999998
2,9999,025200
3,1050,055000
4,0465,012672
4,0360,005700
1,0385,013200
2,9999,999998
3,0365,010000
3,0524,027700
4,0599,040300
1,9999,040000
2,9999,009660
2,0449,041000
3,0925,103932
4,9999,090000
1,9998,999998
2,9998,999999
3,9999,054000
1,0692,074000
2,0787,030000
3,9998,999998
4,9999,022000
1,1487,069167
2,9999,013000
4,0495,010000
3,9999,078520
4,9999,055000
1,9999,009800
2,0137,001772
3,0340,012780
4,9998,999998
4,0555,040000
1,9999,020000
2,9998,003200
3,1330,036450
3,1209,070000
4,9998,999998
1,0373,010365
2,0350,999998
2,0305,006000
3,1125,999998
4,0950,999998
1,0563,027650
1,0550,032200
2,0707,007296
3,0285,009600
4,9999,021200
1,0605,035000
2,0880,006912
3,9999,125001
4,0490,017000
2,0204,005402
4,0995,999998
1,0580,021600
2,0560,005616
3,1060,080720
4,0533,039979
1,9999,999998
4,9998,999998
1,0454,040000
2,0663,999998
4,9998,999998
4,0809,999998
1,0327,005460
2,0600,109000
3,9999,121000
2,0515,005616
3,9999,999998
4,9999,075000
1,0615,999998
2,0600,036000
3,0352,010200
4,9999,035000
5,9999,999998
1,0785,036800
2,0451,009432
3,0160,016060
1,0765,040000
2,0510,020800
3,0122,010960
4,9999,999998
5,9999,999998
1,0195,006096
2,0575,029000
3,0197,007160
4,0280,999998
5,9999,999998
1,0358,017966
4,0635,020040
5,9999,999998
5,9999,053500
1,0533,130000
2,0472,024000
4,0405,999998
4,0535,012000
1,0870,999998
3,9999,045000
3,1025,018000
4,9999,016800
5,9998,999998
1,0250,999998
2,0555,050000
2,0255,015000
3,9999,018000
4,9999,020000
5,9999,065000
1,0133,999998
1,0466,013260
2,9999,050000
3,9999,017200
4,9999,999998
5,9999,999998
1,0119,005676
2,0770,044000
3,0630,025000
4,0198,013000
5,0580,015840
1,0202,012400
2,0243,999998
3,0105,999998
4,0470,007200
5,9999,045333
1,0674,999998
2,0916,027264
3,0881,070500
4,0750,035000
5,0290,032000
1,0409,006408
2,0456,006800
3,0145,040500
4,9999,013600
3,9998,999998
4,0135,999998
5,9999,107000
1,0283,001560
2,0182,005184
3,0316,026400
4,0700,046000
5,9999,024500
1,0131,999998
2,0505,030000
4,0740,048000
5,0645,033090
2,9999,048200
3,0920,005900
4,9998,999998
5,0766,082000
1,0345,013900
2,0380,007800
4,0835,085000
5,9999,055810
1,0590,002543
2,0170,001200
4,9999,999998
1,0337,007728
2,0202,004800
3,0162,999998
1,0318,011796
3,0228,011876
3,1830,046000
2,0138,005800
2,0750,999998
2,0915,999998
2,9999,010680
2,9999,056880
2,9999,999998
2,0925,001350
2,9999,077000
2,9999,022560
2,0563,019580
2,0481,022100
2,9999,999999
2,0945,032100
2,0630,010800
3,0395,008556
2,9999,999998
3,0526,024469
2,9999,999998
3,0399,030000
2,0137,003288
3,9998,999998
2,0869,008224
3,0590,027000
4,0478,031600
4,0076,005040
2,9999,049000
4,0545,014000
2,0550,044610
3,0490,007426
2,0196,999998
3,0466,009648
4,9999,020400
2,0511,999998
3,9999,068050
4,9999,060000
3,0619,024000
4,1060,040000
2,9998,999998
3,0320,007880
4,0575,025365
2,0411,999998
3,0853,020000
4,9999,999998
2,9999,043560
3,0321,028000
4,9999,090000
2,9999,004500
3,0420,011040
2,9999,999998
3,9998,999998
4,9999,026910
2,0578,007200
3,0475,023400
4,9999,999998
4,9999,028000
2,0373,005816
3,0381,004516
3,9998,999998
4,0138,003000
2,0549,020500
2,0657,005400
3,0337,004560
4,0600,022200
2,9999,062650
3,0335,004410
4,9999,999998
2,9999,023000
3,0300,008124
4,9999,023800
2,0399,005800
3,0247,022000
4,9999,060000
2,9999,999998
3,0440,999998
4,9999,058200
2,0137,003288
4,9999,041258
2,0207,007500
3,0220,013260
4,9999,999998
2,0588,019000
2,9999,023000
3,0648,025000
4,0554,004800
2,0360,005000
3,0400,003600
4,0415,015600
3,9999,010000
4,0534,067600
2,0685,042000
3,0730,999998
4,9999,999998
2,0775,021000
3,9998,999998
2,9999,999998
4,9999,999998
2,0680,999998
3,0447,077000
4,0880,018000
4,9999,999998
2,0600,005368
3,2150,116001
3,9998,999998
4,9999,040000
3,9999,118001
4,9999,029710
2,0555,026000
3,9999,100001
4,9998,999998
2,0496,010594
4,9999,050000
2,0735,030000
3,0647,023000
4,9999,076000
2,0599,030250
3,9999,999998
2,0450,028600
3,0818,999998
4,9999,033000
3,9998,999998
4,9999,067000
2,0660,044600
2,0358,006048
3,1010,999998
4,9999,019000
2,0296,009264
3,9999,150000
4,9999,011200
2,0500,014000
3,9999,999998
2,9999,070000
3,0605,027000
4,9998,999998
2,0414,019500
3,0879,047600
4,0600,018000
2,0994,075000
3,9999,203202
1,0395,010000
2,0471,024000
3,0141,003720
1,0900,999998
2,9999,090200
3,9998,999998
2,9999,020040
3,0637,026800
4,9999,022000
1,0600,999998
1,0535,013000
2,9999,999998
3,9998,999998
4,9999,098000
1,9999,006000
2,9999,027000
3,9999,035000
4,0872,035692
1,9999,999998
2,0528,050000
3,1830,100000
4,0383,019500
2,0919,020032
4,9999,002500
1,0471,999999
2,0880,999998
4,9999,039100
1,0210,006000
2,9999,023048
3,0527,038000
4,1000,999998
4,0735,057400
1,0850,006924
2,0850,027040
3,9999,999998
3,9999,009436
4,0940,045000
1,9999,999998
2,9999,999998
2,9999,107259
4,9999,033500
1,9999,116000
1,9999,019000
2,0270,003000
3,9999,999999
4,9999,060015
1,9998,999998
2,9998,015000
3,9999,999998
4,9999,014070
1,9999,999998
2,0457,023000
3,1550,999998
4,9999,031000
1,0288,012000
2,9999,060000
3,9999,999998
4,9999,999998
1,0555,029000
2,0514,027000
3,0239,058396
4,9999,076000
4,0745,999998
1,9999,078500
3,0718,012100
3,0699,999998
1,0371,999998
2,0400,009600
2,0605,028680
3,9998,999998
4,9998,999998
1,9998,999998
2,9999,024750
3,1035,025000
4,9999,999998
1,0400,033900
2,9998,999999
3,0810,020000
1,0915,015000
2,9999,045000
3,0870,028000
4,0665,036400
1,0350,045000
2,9999,084900
4,0410,009000
2,0138,005300
3,1026,083100
4,9998,999998
4,0429,005709
1,9999,039000
2,9998,999998
3,1105,013200
3,0915,011360
4,0341,035000
1,9999,999998
2,0742,009000
2,1105,999998
4,0608,030600
1,0370,056900
2,0803,072000
4,9999,999998
1,0310,005600
2,0740,023100
3,9999,999998
4,9999,008520
1,0564,999998
3,9999,999998
4,9999,999998
1,0600,042400
2,0110,999999
3,0727,030000
4,0798,044992
1,0980,999998
3,0490,999998
4,0506,029000
4,0557,036000
1,9998,999998
2,9999,058825
3,1152,062000
1,0530,016000
2,9998,999998
2,9999,041000
3,1305,025000
4,0736,032000
1,0422,026000
1,0770,999998
2,0440,020000
3,0320,020000
4,9999,020400
1,0537,027000
2,0214,013024
3,1179,999998
1,0509,005808
2,9998,999998
3,1330,058050
1,0478,031500
2,0645,013000
4,0650,039000
1,0539,023000
2,0605,999998
3,0430,007200
4,1000,038480
3,1447,017000
4,1250,035000
1,0520,035000
2,0156,016300
2,0209,999998
3,0200,999998
4,0628,040000
5,0800,999999
1,0356,009300
1,0640,020000
3,0520,020000
4,9999,018700
5,9999,138000
1,0495,002834
3,0520,028000
4,9999,008580
5,9999,091000
2,0646,999998
3,9998,999998
4,9999,039360
5,9998,999999
1,0342,006908
2,0625,032000
3,0652,010000
4,0307,007200
5,9999,070000
1,0517,010140
3,0270,015000
4,0900,035000
5,9999,999998
5,9999,999998
1,9998,999998
2,0277,999998
3,0361,999998
4,9999,053000
1,9999,999998
3,0579,007800
3,9999,016120
5,0350,082500
1,0138,005904
1,0486,999998
2,1145,018000
3,0430,024000
5,9999,006000
1,0150,006360
3,1800,165001
5,9999,035000
1,0403,008232
2,0680,062000
3,0076,009940
4,0860,030000
5,9999,027893
2,9999,999998
3,1240,018000
4,0583,033000
5,0562,056000
1,0437,006264
2,0244,005916
3,9998,999998
4,0792,038000
5,0595,019000
2,0459,033500
3,0915,999998
4,0457,068000
5,9999,066800
1,0162,005976
2,0441,013301
2,0485,024760
3,9999,071000
4,9999,056000
5,0534,022906
1,0495,032000
1,0344,999998
2,9999,049800
3,9999,200002
4,9999,032000
5,9999,061500
1,0135,006856
3,1295,999998
4,0540,999998
5,9999,104000
2,9999,039800
4,9999,999998
5,9999,036000
1,0367,046000
1,0440,999998
2,0328,021000
1,0258,004680
2,0100,001500
3,0134,999998
2,0236,008220
2,9998,999998
2,9999,999998
2,9999,066400
2,9999,999998
2,9999,078000
2,9999,016520
2,9999,053000
2,0720,999998
2,0510,021000
2,0274,002616
2,0695,058600
2,9999,080500
3,0455,042100
2,0245,008000
2,9999,038000
3,0535,058881
2,0660,026260
3,0385,021500
2,9998,020000
4,0141,006264
2,0254,005000
3,0666,999998
4,0175,999998
4,9999,057600
2,0990,027000
3,0517,000600
4,0300,005600
2,9999,999998
3,0079,001680
4,0328,006480
2,0724,017928
3,0320,047800
4,9999,030000
2,0430,036000
3,0414,999998
4,9999,022000
2,9999,065350
3,0457,019000
4,9999,015000
2,0467,007956
3,0117,003912
4,0800,073000
2,9999,999998
3,0209,003936
4,9999,021800
2,9999,015000
3,0168,009200
4,9999,040000
2,9999,050240
4,9999,071000
2,9999,072000
3,0187,004410
4,9999,055200
2,0429,014100
3,0142,005916
4,9999,043500
2,0508,007396
3,0260,006024
3,9998,999998
4,0688,004000
2,0538,016596
2,9998,999998
2,0576,066300
4,1180,019000
2,0443,093000
3,0260,999999
2,9999,999998
3,9999,024300
2,0500,022000
4,9999,013200
2,0101,006156
4,9999,011265
4,9999,001500
2,0206,007000
3,0219,010000
4,9999,073078
2,9999,015280
2,9999,999998
4,1055,999998
2,9998,999998
3,9999,999998
2,9998,999999
3,0800,047000
2,0246,006200
3,0845,999998
2,9999,005000
3,1077,056300
4,9999,999998
2,9999,999998
2,0112,022080
3,0981,050200
4,0925,036000
4,9999,032000
2,0507,012012
3,0975,051000
2,0680,020996
3,0792,045075
4,9999,013000
2,0912,006000
3,9999,085000
2,0523,008000
3,9998,999998
4,9999,059000
2,9998,999998
3,9998,999998
4,0287,017872
2,9999,999998
3,9999,051000
4,0685,015000
2,0860,042000
3,0900,999998
4,0958,999998
4,9998,999998
2,9999,095000
4,9999,999998
2,0650,999998
2,9999,028560
4,9999,999998
2,9999,999998
4,0211,010000
3,9999,999998
2,0645,012000
3,9999,999998
4,0491,060000
3,9999,100000
4,0590,026000
1,0154,999998
2,0442,016588
3,0500,030020
4,0500,069000
1,0695,035000
2,0591,025300
3,0447,012916
4,0845,053500
4,9999,999998
1,9999,056588
2,0171,007200
2,9999,999998
3,0288,004000
4,9999,037000
1,0480,030000
2,0370,014400
3,0637,048010
4,0750,016000
1,0575,012000
2,9999,064000
3,9999,100001
4,0338,079900
1,0145,006156
2,0442,999998
3,0585,999998
4,0972,007920
1,0396,007344
3,9999,102001
4,1775,999998
1,0445,999998
2,0508,020400
3,0786,039100
4,0820,062000
1,0350,013000
3,9999,103001
4,9999,046200
1,0850,052600
2,0565,058090
3,9999,062500
3,9999,005160
4,9999,019704
1,9999,999998
2,9998,999998
1,9999,027780
2,0680,022000
3,9999,999998
1,9999,009448
2,0457,028000
3,0690,999998
4,9999,999998
1,0507,030000
2,9999,018000
3,9999,050000
4,9999,012000
1,0488,040000
2,0730,006192
4,9999,030000
1,9999,050000
2,1770,080100
3,9999,103000
1,9999,052000
2,0964,069000
3,1003,105000
1,0165,005200
2,0540,004560
3,0500,072000
3,0688,059200
4,0425,999998
1,0221,010320
2,0453,040200
2,9998,999998
3,9998,050000
4,0508,005652
1,0351,061000
2,0571,044000
3,0530,999998
4,9999,025000
1,0338,029000
2,0770,026324
3,9998,999998
4,9999,040000
1,9999,999998
2,9999,021000
3,1156,125000
4,0635,037800
1,9999,088000
2,0490,047000
3,9999,210001
4,0690,051000
1,0254,006176
2,9999,016000
3,9999,100001
4,9998,999998
1,9999,999998
2,0769,006000
3,9999,045300
2,9999,025800
4,0960,035000
1,9998,999998
1,9998,999998
2,0926,999998
3,9999,023350
4,9999,999998
1,0555,040000
2,0975,050500
3,9999,999998
4,0488,040200
1,9998,999998
2,1533,138000
4,9999,042900
1,9999,029050
2,0166,004536
3,0879,090000
1,9999,999998
2,0609,050000
3,0277,005250
4,0563,029000
1,0595,027200
2,0334,016768
3,9999,055000
4,9998,999998
4,9999,999998
1,9999,020000
3,0340,003000
4,0310,007200
1,0454,018000
2,9998,999998
2,0720,014000
3,0357,020000
4,0395,028000
1,0455,001200
1,0661,045000
2,0495,024630
3,0748,052500
1,0344,018000
2,0297,999998
3,0725,043000
1,0345,028400
2,0241,999998
3,1600,060000
4,0340,999998
1,0576,032660
2,0546,999998
3,0597,047000
4,0550,022000
2,0540,011440
4,0630,048000
1,0121,004500
2,0400,999998
3,0515,999998
3,0514,020000
4,9999,035160
5,0437,013000
1,0618,999998
2,0405,005700
3,0138,004800
4,9999,017000
1,9998,999998
3,0138,005880
4,9999,017400
5,9999,026800
1,0222,007332
2,0480,010000
3,0295,005840
4,9998,999998
5,9999,999998
1,0337,034000
2,9998,999998
3,9998,999998
4,0849,032000
5,9999,066252
1,0525,023400
2,0136,006000
4,0880,031000
5,9999,046200
1,0408,999998
2,0601,999998
3,0915,035040
4,0690,018000
5,0550,999998
5,0970,042400
1,0265,005916
2,0629,035100
3,9999,011000
4,9998,999998
5,0740,999998
1,0495,029114
2,9999,999998
3,9999,023000
2,0735,025500
3,9999,010000
4,9999,009000
5,9999,033600
1,0620,047000
2,1222,089460
3,9998,999998
4,0182,007000
5,9999,022000
1,9998,999998
3,9999,311201
4,0537,037000
5,9999,081000
1,0269,004488
2,9999,029400
3,0428,030200
4,9998,999998
5,0540,041000
1,0441,009600
2,0240,999998
3,2085,145000
4,9999,009000
5,9999,045000
1,0500,999998
2,0129,005000
3,9999,999998
4,0181,010740
4,0610,055000
5,9999,999998
1,0297,999998
2,9998,999998
3,0340,046000
4,0500,051000
5,9999,084000
2,0093,999998
2,9999,030800
3,1726,999998
4,0800,040000
5,9999,030000
1,0620,003228
2,0412,054000
3,9999,999998
4,0750,031000
5,9999,041800
1,0137,002616
2,0643,030370
3,9999,999998
4,0800,999998
5,9999,029680
1,0284,011240
2,0770,005800
3,0252,022779
3,0213,999999
2,9998,999998
2,0715,999998
2,0740,999998
2,9999,019536
2,9999,999998
2,9999,016016
2,9999,007260
2,9999,005000
2,0568,004800
2,0547,054000
2,9999,009924
3,0148,999998
3,9998,999998
2,9999,042200
2,9998,999998
3,0412,030000
2,9999,014040
3,0195,005868
2,0215,999999
3,0647,004332
2,0119,015000
3,0415,043300
4,0495,025800
2,0660,999998
3,0362,999998
4,0500,032000
4,0332,015000
2,0332,009000
3,0511,022448
3,9998,999998
4,0300,999998
2,9999,034000
2,9999,999998
3,0542,028600
4,9999,001314
2,0574,999998
3,0436,040000
4,9999,999998
2,0678,999998
3,0138,999998
4,9999,004000
2,9999,999998
3,0300,016000
4,0565,011000
2,0806,010600
3,0183,004200
2,9999,022000
3,9998,999998
4,9999,065080
2,9999,999998
4,9999,075600
2,9999,047000
4,9999,008500
2,0414,999998
3,0350,999998
4,9999,121000
2,0681,037000
4,9999,035000
2,0435,007000
3,9998,999998
4,0320,020000
2,0790,034000
3,0583,000400
3,9998,999998
4,0600,088000
2,0357,054570
4,9998,021000
2,9999,010800
3,0239,999998
2,0532,999999
3,0465,015000
4,9999,026724
2,0585,999998
4,9999,012800
2,0134,006150
3,0575,005100
4,9999,088000
2,0138,006156
3,9998,004000
4,9999,999998
4,9999,103000
2,9999,012000
3,0500,999998
3,0310,005320
4,0820,050100
2,0197,008550
3,0725,037000
4,0356,005532
2,9999,003995
3,9999,999998
4,9999,999998
2,0521,015000
3,0390,014000
4,9999,999998
2,9999,009400
3,9998,999998
4,0828,021500
2,9999,013440
3,0885,999998
4,9999,071112
2,0125,002400
3,1035,999998
4,9999,000550
4,9999,999998
2,9999,006000
3,9998,999998
4,9999,007000
2,9999,019920
4,9999,057200
2,0479,022523
3,9999,040500
4,9999,083500
2,0412,010000
3,9999,999998
4,0687,012868
2,0393,030000
3,0650,075060
3,0340,020000
4,9999,068600
4,0496,039712
2,9999,999998
3,1040,999998
4,0622,061000
2,9999,999998
2,0445,012640
4,0900,065000
2,0413,008640
3,1195,044000
4,0660,036015
2,0184,004200
3,2200,176701
4,9999,012900
2,0267,033000
3,9999,100000
4,0414,110500
1,0186,007908
2,0295,026000
3,9999,104000
4,9999,999998
1,0500,024500
2,9999,105000
3,0200,020800
4,9999,027600
4,9999,999998
1,9999,024000
2,9999,015920
3,0745,040000
4,9999,999998
1,9999,014000
2,0424,007738
2,9998,999998
3,0371,009840
4,0830,070090
1,9999,999998
1,9999,021000
2,9999,008500
3,9999,999998
4,9998,999998
1,0588,007200
2,0436,026280
3,0455,052000
4,9999,035300
1,0372,021600
2,0620,035250
3,0740,104201
4,0600,031000
1,0615,035500
2,0124,005616
3,1073,025500
4,9999,029500
1,0645,070000
2,0698,070000
3,1515,075000
4,9999,999998
1,9999,999998
3,0295,999998
4,9999,030000
4,9999,999998
1,9999,999998
2,0409,035000
3,0350,999998
2,0563,011000
3,9999,105001
1,0484,009600
1,9998,999998
2,0230,999998
3,0303,999998
4,9999,999998
1,9999,034000
2,0546,014155
3,9999,060000
1,0700,055000
2,0389,057000
3,9999,068000
4,9999,050000
2,9999,123000
3,2065,063600
4,0600,010000
1,9999,020320
3,1200,999998
4,9998,999998
1,0495,022520
2,0386,030000
3,0499,999998
4,9999,102000
1,0324,016000
2,0692,008640
3,0905,040200
3,0490,010900
4,0614,023000
2,0693,999998
2,0475,013380
4,0945,038000
1,0365,011352
3,1550,095000
2,9999,053000
4,9999,034000
1,9999,999998
2,0137,002500
3,0514,999998
4,9999,056200
1,0853,055000
2,0415,006912
4,0330,004560
1,9999,024000
2,9999,006000
3,9998,999998
4,9999,064000
3,0744,040900
4,0348,010532
1,0488,999998
2,9999,022800
2,9999,080000
3,0900,013120
4,9998,999998
1,0571,017016
1,0599,006924
3,0795,024050
4,0800,082062
1,0530,060000
2,0369,010000
3,9999,106000
4,9999,999998
1,0500,999998
2,0153,003264
3,9999,083600
4,9999,100000
1,9999,098200
2,0132,999998
3,0426,047000
1,9998,999998
2,0565,015000
3,0920,050000
4,9999,999998
2,9998,999998
3,0880,006000
1,0700,004368
3,0395,999998
3,0825,035020
4,0562,037000
1,0491,028080
2,9999,043064
1,0652,036000
2,0638,026000
3,0119,031200
4,9999,999998
1,0295,007640
2,0565,003080
3,1160,045000
1,0340,025000
2,0192,016296
3,0376,018200
4,9999,026000
1,0434,999998
2,0340,005880
3,9999,135000
4,9999,011560
1,0394,019400
2,9999,010800
3,9999,065500
1,9998,999998
2,0158,007320
3,0275,012825
4,1280,020280
4,0329,006700
5,0495,016000
2,0089,004500
3,0421,999998
3,0365,026000
4,0980,060000
5,9999,999998
1,0327,008000
2,9999,012000
3,0138,007108
4,9999,010800
5,9999,073000
1,0458,005000
1,0516,015500
2,0389,999998
3,0386,024500
4,0538,063620
5,9999,999998
1,0300,999998
3,0121,999998
5,9999,999998
1,9998,018000
2,9998,999998
5,9999,061000
2,0137,003918
3,0941,999999
4,0805,049000
5,9999,088000
1,0505,003692
2,0426,999998
3,0185,012500
4,0285,005000
5,9999,065600
5,9999,017168
1,0551,020000
2,0935,999998
3,9999,005000
4,0258,007860
3,9999,012800
4,1040,160000
5,9999,034600
1,0337,008232
2,9998,999998
1,0520,027000
2,0752,018000
4,0325,017000
5,9999,999998
1,0150,008382
4,0447,030000
5,9999,101781
1,0536,028000
2,0550,017000
3,0493,029100
4,9999,039000
5,0153,023680
1,0465,022000
2,0490,019000
3,9999,050000
4,9999,999998
5,0543,057000
1,0286,006468
2,9999,019642
3,9999,999998
4,0266,011000
5,0560,011000
5,9999,019000
1,0369,040440
2,0372,005616
3,0865,045000
4,9999,999998
4,0660,016800
5,9999,999998
1,0118,004536
2,0480,045000
3,0976,086240
3,9999,030700
4,0424,018000
5,9998,020000
1,0495,006000
2,0735,035500
2,0318,020000
3,1035,032000
4,9999,028000
5,9999,020000
1,0775,999998
1,0519,013740
2,0680,013000
3,9999,999998
4,9999,999998
5,9999,009000
3,0285,999998
2,0195,999999
2,0360,025000
1,9999,009288
2,0173,006240
3,0392,999999
2,9999,045000
2,9999,040000
2,9999,034400
2,9998,999998
2,0785,053000
2,1510,011676
2,9999,027200
2,0503,052000
2,0513,033000
2,9999,041000
2,0655,024900
3,0496,999998
3,0491,048200
2,9998,999998
3,0415,004300
2,9999,999998
3,0740,999998
2,0159,006384
3,9998,999998
2,0495,999998
3,0233,005976
4,0117,999998
3,9998,999998
4,0132,999998
2,9998,999998
3,0124,999998
4,0361,007876
4,0455,999998
2,0810,080000
3,0832,999998
3,0415,050000
4,0610,021000
2,0135,007200
2,0715,011520
4,9999,999998
2,0397,008600
3,0510,005500
4,0403,025000
2,0515,009756
3,9998,009000
4,2035,029000
3,0173,005864
2,0645,005900
3,0434,017200
2,9999,007416
3,0484,999998
2,9999,068000
4,9999,999998
2,0389,999998
3,0613,025560
4,9999,015700
2,0544,033000
3,0170,001400
4,9999,029000
2,0434,999998
4,0580,055000
2,0605,025000
3,0380,003244
4,0499,025000
2,9998,999998
3,0285,003210
2,0701,024000
4,0763,999998
2,9999,010400
4,0500,999998
2,0423,048475
3,0128,006068
4,9999,027000
2,0128,005500
4,9999,007141
2,0800,048000
3,0255,016800
4,9999,019120
2,0347,005000
3,0214,008352
4,9999,004320
2,0414,016000
3,0324,024000
4,9998,999998
4,0920,076000
2,0778,053000
3,0707,016000
3,0275,002616
4,9998,999998
2,9999,063300
2,0575,999998
3,9999,999998
4,9999,008000
2,0536,012000
3,0930,131700
4,9999,048000
2,0496,999998
3,0740,040000
4,9999,125000
2,9999,018960
3,0410,060000
4,9998,999998
2,0700,020000
3,0327,008820
4,9999,013800
3,9998,999998
4,9999,006300
4,9999,073000
2,9999,003600
3,0892,999998
3,0117,008892
4,9999,053400
2,0380,029800
4,9999,040300
2,0262,008220
3,1430,999998
2,0487,010000
2,9999,019800
4,9999,999998
2,9999,999998
3,9999,999998
4,9999,033000
2,0445,025000
3,9998,999998
4,0990,999998
4,9999,085000
2,9999,006840
3,1100,035000
4,0530,042000
2,9999,054000
2,0508,025000
3,9999,105000
4,0713,007600
2,0360,046000
4,0765,020000
2,0229,999999
3,9999,090000
4,0442,042000
1,0137,004044
2,0626,034000
3,9999,999998
4,0635,083000
1,0495,999998
3,0326,027800
4,9999,016000
1,1070,059500
2,0549,014900
3,0256,999998
4,9999,999998
4,9999,013524
1,9998,999998
3,2005,030000
3,0526,999998
4,0425,051700
1,0550,030000
2,9999,080000
1,9999,999998
1,9999,074160
2,0326,018208
3,0320,999998
4,0545,999998
1,0481,030000
2,0470,011264
3,0218,005400
4,9999,061000
1,0396,005916
2,0761,011456
3,0580,100001
4,0595,064000
1,0895,039600
2,0358,007068
3,0285,006000
4,9999,096773
1,9999,999998
2,9999,015000
3,0527,038500
4,0835,046000
1,9998,999998
2,0450,155000
3,9999,999998
4,9999,039888
3,1150,109001
4,0700,999998
1,9999,007000
2,0371,003336
3,9998,999998
4,9999,040090
1,0713,018650
1,0400,999998
2,9999,038400
3,0464,999998
1,0579,026000
2,0372,004032
3,0785,008016
4,9999,093000
1,0755,018700
2,9999,999998
3,1625,066000
4,0507,037020
3,0585,012000
4,9999,999998
1,0465,005916
2,0620,042323
3,0700,022000
4,0440,999998
1,0129,008297
2,0607,004000
3,0882,058500
4,9999,999998
4,9999,010300
1,0137,008800
2,9998,999998
3,0634,035200
2,9999,016000
1,1000,020000
2,9999,032500
3,9999,085000
4,0643,999998
1,9998,999998
2,0504,005400
3,9998,999998
1,0654,020000
2,0137,006000
3,9998,999998
4,0373,032800
2,0723,037500
3,9999,262000
4,9999,005000
1,9999,999998
2,0930,999998
3,9999,054225
4,0684,054400
4,0610,999998
1,0475,005040
2,9998,999998
3,0320,999998
3,9999,999998
4,9999,014200
1,0141,006120
2,0576,011000
2,1637,067000
3,1320,002500
4,0300,013872
1,0638,999998
1,0725,999998
2,1000,053000
3,9999,210001
4,9999,999998
